user_id,merchant_id,coupon_id,discount_rate,distance,date_received,date
1738163,1307,3142,30:5,1,20160611,20160626
6695628,3381,9776,10:5,0,20160129,20160214
6698700,5341,11539,30:5,0,20160130,20160229
6698700,5341,111,30:5,0,20160128,20160130
6698700,5341,7751,50:10,0,20160131,20160229
6698700,5341,7751,50:10,0,20160128,20160223
6698700,2099,12034,100:10,1,20160127,20160228
1414067,4142,4773,100:10,0,20160125,20160214
7248588,5341,111,30:5,0,20160130,20160130
7248588,2099,12034,100:10,2,20160201,20160204
5420748,8181,1560,20:5,0,20160322,20160324
5420748,8181,1560,20:5,0,20160322,20160328
2713958,760,2418,30:5,1,20160609,20160610
1228979,6485,2079,30:5,0,20160523,20160529
3515750,7555,5582,30:5,0,20160127,20160204
2337638,1041,13490,30:5,0,20160124,20160202
2337638,7838,12429,0.95,1,20160411,20160411
2337638,1041,4635,0.8,0,20160608,20160608
1758899,7555,9871,30:5,0,20160327,20160330
1758899,3381,9776,10:5,0,20160129,20160227
1758899,7555,5582,30:5,0,20160130,20160207
1758899,7555,5582,30:5,0,20160128,20160129
1758899,7555,5582,30:5,0,20160129,20160130
1758899,7555,17,30:5,0,20160126,20160128
1564595,3621,2705,20:5,0,20160520,20160608
2023859,6582,1114,5:1,0,20160531,20160602
7058124,3293,12527,20:5,1,20160525,20160603
1634483,3621,4033,20:5,null,20160519,20160523
3664742,209,11650,50:5,3,20160126,20160218
2882918,8010,100,100:10,1,20160514,20160521
1709747,3532,5267,30:5,0,20160324,20160329
1317299,6858,13565,20:1,0,20160510,20160603
2372966,3532,1563,30:5,0,20160523,20160527
3028838,2436,3992,30:5,0,20160515,20160519
2113382,2099,12034,100:10,0,20160201,20160206
2247014,6761,13900,100:20,0,20160606,20160624
1320371,1469,11848,100:20,0,20160609,20160628
1320371,1469,12375,100:30,0,20160521,20160601
5027532,6485,10323,20:5,1,20160321,20160326
1980851,5199,6262,20:1,0,20160504,20160508
1980851,5199,6262,20:1,0,20160421,20160427
3836774,3813,10983,10:5,0,20160324,20160325
5860044,5907,13924,30:5,2,20160316,20160331
1991603,760,6103,20:5,10,20160522,20160528
3067238,2099,12034,100:10,1,20160129,20160202
835674,7221,933,30:5,10,20160322,20160331
1409204,4048,12374,100:30,null,20160521,20160603
2688872,6485,10323,20:5,2,20160323,20160401
2688872,6485,10323,20:5,2,20160323,20160401
3612008,8580,5251,30:5,0,20160319,20160320
5392080,75,7874,10:1,0,20160528,20160603
5392080,75,6188,20:1,0,20160528,20160602
5392080,75,7724,20:1,0,20160602,20160609
4009832,6485,9407,100:10,0,20160127,20160205
4012904,8771,2907,50:5,null,20160531,20160608
338413,3360,1412,20:1,null,20160519,20160527
841050,3621,4823,20:5,0,20160612,20160629
841050,7113,1808,100:10,0,20160526,20160618
4020584,760,2418,30:5,0,20160606,20160616
420973,8390,3038,20:5,1,20160524,20160530
420973,8390,7531,20:5,1,20160321,20160324
1039194,3533,3604,30:5,0,20160522,20160601
1039194,3533,3604,30:5,0,20160521,20160522
3896168,8775,9313,20:5,0,20160522,20160524
3896168,8775,9313,20:5,0,20160524,20160530
290797,2934,5686,30:5,2,20160325,20160327
2326376,5341,11539,30:5,0,20160203,20160205
2326376,5341,11539,30:5,0,20160131,20160211
1426100,984,11081,10:1,2,20160416,20160422
2985320,1125,2647,30:5,4,20160325,20160401
2985320,1125,2647,30:5,4,20160325,20160330
3247976,1169,4627,50:20,0,20160124,20160131
5195472,450,3732,30:5,0,20160425,20160501
5195472,450,9757,30:5,0,20160602,20160611
5195472,450,1613,30:5,0,20160601,20160602
5195472,450,13295,20:5,0,20160513,20160517
1302452,1169,10929,200:30,0,20160128,20160213
749658,8390,7531,20:5,1,20160324,20160330
473197,6485,2079,30:5,0,20160521,20160525
408109,7909,13333,100:10,0,20160204,20160215
392173,6901,2366,30:5,2,20160503,20160515
409069,8181,1560,20:5,0,20160325,20160401
409069,8181,1560,20:5,0,20160325,20160401
3536744,3710,8680,100:10,0,20160131,20160131
3536744,3710,8680,100:10,0,20160124,20160131
3536744,3710,10263,100:10,0,20160206,20160210
3536744,3710,10263,100:10,0,20160203,20160208
3536744,3710,8680,100:10,0,20160123,20160124
3802472,3532,5267,30:5,0,20160326,20160401
442669,6485,10323,20:5,0,20160324,20160326
442669,6485,10323,20:5,0,20160324,20160326
1016922,7279,2312,10:1,5,20160325,20160328
1773236,1569,11474,50:5,0,20160513,20160517
1773236,1569,5234,30:5,0,20160201,20160215
1642676,8254,4922,100:20,1,20160519,20160609
560346,7019,7665,100:10,0,20160123,20160201
988506,760,2418,30:5,null,20160601,20160615
1125812,5717,8192,20:5,0,20160501,20160604
398317,5152,11781,30:5,3,20160522,20160531
398317,17,4081,20:1,0,20160514,20160515
365677,8424,8553,20:1,3,20160614,20160622
3059048,5591,8156,20:1,0,20160517,20160518
398893,760,2418,30:5,0,20160607,20160621
285037,6485,2079,30:5,2,20160524,20160529
603354,2934,5686,30:5,1,20160326,20160327
603354,2934,5686,30:5,1,20160326,20160330
6405840,380,6951,20:5,0,20160325,20160401
4839120,2099,12034,100:10,1,20160207,20160222
4592340,760,2418,30:5,2,20160615,20160618
4009322,6485,2079,30:5,null,20160522,20160529
1611701,7917,11229,100:5,4,20160521,20160529
1160885,4142,4773,100:10,0,20160123,20160207
2454890,4232,7774,30:1,0,20160608,20160617
5440212,996,1160,30:5,4,20160428,20160526
5440212,996,11396,30:5,4,20160421,20160428
2328938,3381,9776,10:5,6,20160129,20160205
6235860,2934,5686,30:5,1,20160323,20160327
5480148,3903,11994,20:5,null,20160521,20160526
1700021,5341,111,30:5,0,20160129,20160228
1700021,5341,7751,50:10,0,20160201,20160218
1700021,2099,12034,100:10,0,20160201,20160207
1438133,6434,10050,50:5,0,20160126,20160218
4189034,6901,2366,30:5,0,20160527,20160601
4982484,1469,7132,100:50,0,20160324,20160403
1580213,1169,10929,200:30,0,20160129,20160201
3293546,4833,13628,200:20,1,20160130,20160223
6346452,5602,2201,30:1,0,20160421,20160506
5572308,450,8555,30:5,null,20160130,20160131
4098410,3621,4823,20:5,0,20160607,20160622
6629076,1194,8547,20:1,0,20160331,20160401
3580778,1941,4927,30:5,2,20160323,20160327
3580778,3621,4761,30:5,3,20160520,20160527
3975530,1472,13571,30:1,0,20160504,20160527
3975530,1472,13571,30:1,0,20160527,20160617
6149844,5341,111,30:5,0,20160128,20160229
6149844,6901,2366,30:5,7,20160520,20160611
3603818,8037,616,0.8,10,20160607,20160609
3603818,1188,12845,20:1,1,20160529,20160531
3603818,1188,12845,20:1,1,20160519,20160522
3603818,1188,12845,20:1,1,20160509,20160519
3603818,1188,12845,20:1,1,20160531,20160614
3603818,1188,12845,20:1,1,20160503,20160509
3603818,1188,12845,20:1,1,20160430,20160503
3603818,1188,12845,20:1,1,20160522,20160529
3603818,1188,12845,20:1,1,20160420,20160430
6173400,2050,13543,200:20,1,20160430,20160506
5393112,760,3811,30:5,0,20160327,20160401
5393112,760,3811,30:5,0,20160327,20160401
608859,3381,11951,200:20,1,20160128,20160212
674523,420,2579,30:1,0,20160530,20160607
674523,6944,2640,100:10,1,20160428,20160504
674523,2934,5686,30:5,0,20160321,20160323
674523,420,2579,30:1,0,20160519,20160530
674523,2934,5686,30:5,0,20160321,20160328
3485036,1520,1468,50:5,null,20160113,20160125
707547,2652,1024,200:20,1,20160523,20160602
1751222,6434,4128,30:5,0,20160525,20160527
679131,4387,11188,20:1,0,20160531,20160613
679131,4387,11188,20:1,0,20160613,20160630
7279320,5341,11539,30:5,0,20160204,20160229
2723180,8022,11458,20:1,0,20160408,20160414
2723180,8022,9208,20:1,0,20160408,20160424
1043163,346,2443,50:1,7,20160523,20160526
1043163,346,2443,50:1,7,20160517,20160523
715995,1526,13680,30:5,0,20160503,20160528
619995,3533,3604,30:5,2,20160522,20160524
5224152,4043,3222,30:5,3,20160526,20160611
2028470,6597,4749,10:1,0,20160331,20160420
2028470,6597,4314,5:1,0,20160326,20160420
2028470,6597,4314,5:1,0,20160329,20160422
2028470,6597,4314,5:1,0,20160331,20160422
2028470,6597,4749,10:1,0,20160327,20160410
2028470,6597,4749,10:1,0,20160321,20160404
2028470,6597,4749,10:1,0,20160323,20160406
621915,6683,861,20:5,0,20160522,20160529
621915,6683,12741,20:5,0,20160321,20160330
621915,6683,12741,20:5,0,20160321,20160323
6287064,8022,8847,20:1,0,20160514,20160517
6287064,8022,4700,20:1,0,20160504,20160506
6287064,8022,8461,20:1,0,20160602,20160603
6287064,8022,9208,20:1,0,20160425,20160514
1116854,4931,13516,20:5,1,20160521,20160522
4480728,8651,4020,30:5,5,20160507,20160528
7110360,1442,6409,20:10,1,20160512,20160513
4489944,7422,4727,0.8,6,20160609,20160609
562395,2934,5686,30:5,0,20160324,20160326
1021275,6901,1122,30:5,0,20160321,20160322
2644844,5341,111,30:5,0,20160130,20160224
2644844,5341,7751,50:10,0,20160130,20160209
5813976,5032,12604,30:5,0,20160430,20160525
797403,2934,5686,30:5,null,20160321,20160327
797403,2934,5686,30:5,null,20160321,20160328
732123,2934,5686,30:5,1,20160327,20160405
2408300,3403,7632,20:5,3,20160326,20160329
636123,3532,1563,30:5,0,20160524,20160531
1409975,3786,7924,10:5,10,20160103,20160103
2067383,3232,3711,30:1,null,20160520,20160606
3349358,5341,11539,30:5,0,20160201,20160219
6215388,7717,13423,20:1,0,20160605,20160609
6740700,5341,11539,30:5,0,20160207,20160214
6740700,5341,111,30:5,0,20160204,20160207
5991132,892,11827,50:5,0,20160427,20160511
2745710,2934,5686,30:5,0,20160321,20160322
2745710,2934,5686,30:5,0,20160321,20160322
3538286,6485,10323,20:5,1,20160326,20160403
3538286,6485,10323,20:5,1,20160326,20160403
6034140,8181,13782,50:5,0,20160520,20160528
2624366,1169,4627,50:20,0,20160130,20160212
2495342,4142,4773,100:10,0,20160124,20160130
2495342,4142,4773,100:10,0,20160130,20160201
2495342,760,2418,30:5,0,20160602,20160621
5521116,4661,3121,0.95,10,20160121,20160121
6307548,1379,1579,30:5,0,20160321,20160328
5287644,760,3237,20:5,0,20160131,20160226
1523639,1125,2647,30:5,2,20160326,20160403
3572078,8775,466,10:5,0,20160323,20160330
3572078,8775,466,10:5,0,20160323,20160324
2137454,3710,13056,150:10,0,20160127,20160224
2400110,6454,14031,100:10,0,20160207,20160209
3188078,3786,3705,20:5,null,20160322,20160324
3980654,8236,12049,20:5,0,20160523,20160525
2802542,760,6103,20:5,0,20160522,20160601
4304604,7422,4727,0.8,10,20160519,20160519
3209582,517,12679,0.95,0,20160407,20160408
3209582,517,12679,0.95,0,20160309,20160309
5114592,3823,3164,50:5,0,20160525,20160527
5114592,3823,3164,50:5,0,20160516,20160518
5114592,6901,1122,30:5,0,20160321,20160325
5114592,3823,3164,50:5,0,20160518,20160525
5114592,3823,3164,50:5,0,20160515,20160516
484078,2177,542,30:1,0,20160517,20160520
484078,2177,542,30:1,0,20160503,20160517
484078,2177,542,30:1,0,20160426,20160430
484078,2177,542,30:1,0,20160422,20160429
640860,5074,8595,100:30,4,20160520,20160529
3221360,8390,7531,20:5,0,20160327,20160404
3221360,8390,7531,20:5,0,20160327,20160404
518446,2436,3992,30:5,0,20160426,20160522
518446,2436,3316,20:5,0,20160522,20160528
518446,2436,3394,20:5,0,20160321,20160325
5169888,6885,3495,10:1,0,20160228,20160311
5169888,5420,6881,30:1,3,20160522,20160613
1008348,450,1532,30:5,2,20160513,20160516
1008348,450,1613,30:5,2,20160602,20160630
1008348,7555,9871,30:5,0,20160411,20160419
1008348,450,3732,30:5,2,20160414,20160506
1756856,760,2418,30:5,1,20160601,20160613
1756856,7555,9871,30:5,0,20160403,20160403
1756856,760,6103,20:5,1,20160524,20160527
5716704,1945,11501,50:5,null,20160428,20160429
4170608,6454,5820,100:10,0,20160127,20160227
879324,2934,5686,30:5,0,20160325,20160331
154711,760,2418,30:5,0,20160604,20160609
3000176,4195,7571,30:5,0,20160522,20160524
4702944,3381,7610,200:20,null,20160410,20160421
1113272,2786,13163,30:10,0,20160325,20160326
7077600,2099,12034,100:10,1,20160207,20160214
3147632,3291,3894,30:5,10,20160606,20160614
3147632,3291,3894,30:5,10,20160605,20160606
213271,6454,14031,100:10,1,20160206,20160207
459310,760,6103,20:5,0,20160521,20160524
626268,2436,3394,20:5,0,20160327,20160330
1776824,2099,12034,100:10,0,20160207,20160214
3685232,7717,4751,20:1,10,20160611,20160618
3030896,8037,1789,30:5,2,20160131,20160131
412270,5265,8766,100:20,4,20160325,20160401
510574,3381,9776,10:5,0,20160129,20160131
7129824,7555,17,30:5,2,20160123,20160226
1784504,6021,4448,20:5,1,20160414,20160426
1654712,8775,466,10:5,2,20160327,20160330
1654712,3381,9776,10:5,0,20160129,20160130
1654712,8775,466,10:5,2,20160327,20160404
860508,5413,13233,100:20,1,20160520,20160602
860508,4584,13371,20:5,0,20160520,20160523
6626016,6683,12741,20:5,0,20160322,20160324
1922744,8773,9568,30:5,null,20160109,20160127
284206,8580,5251,30:5,1,20160330,20160424
732636,6901,2366,30:5,0,20160527,20160531
3980144,2099,12034,100:10,0,20160125,20160213
5603040,6504,7542,30:1,1,20160602,20160602
6392544,664,13471,100:10,1,20160514,20160608
5083872,2709,13165,100:10,0,20160530,20160607
499054,3532,5267,30:5,0,20160323,20160325
499054,3532,5267,30:5,0,20160323,20160325
499054,3532,1563,30:5,0,20160522,20160527
3599216,6135,6330,10:1,0,20160407,20160409
3599216,6135,6330,10:1,0,20160409,20160418
224983,3621,13398,0.9,0,20160404,20160404
1542329,8305,4639,200:20,0,20160517,20160522
1542329,8305,9099,200:50,0,20160522,20160607
2826098,1379,1579,30:5,0,20160325,20160331
6188772,7555,11183,30:5,0,20160522,20160528
1288121,1520,3642,50:5,null,20160117,20160120
3627890,7910,11685,10:5,0,20160606,20160611
1162937,6485,10323,20:5,0,20160325,20160327
1162937,6485,10323,20:5,0,20160325,20160327
2853746,6485,10323,20:5,0,20160326,20160404
2853746,6485,10323,20:5,0,20160326,20160404
5445348,1520,13510,50:5,null,20160119,20160124
1821113,760,2418,30:5,1,20160607,20160613
4944612,7679,8732,0.95,1,20160411,20160411
3924338,1469,2902,0.95,3,20160521,20160521
1639865,4220,3198,100:10,4,20160528,20160606
1639865,4220,3198,100:10,4,20160606,20160625
3411314,2099,12034,100:10,0,20160130,20160203
2904434,3732,252,50:5,null,20160508,20160514
5033700,7483,4794,10:5,0,20160324,20160401
5033700,7483,4794,10:5,0,20160324,20160328
3856754,616,1668,20:1,null,20160519,20160525
2947442,6615,2940,10:1,1,20160408,20160412
1088954,5341,11539,30:5,0,20160205,20160219
1088954,5341,11539,30:5,0,20160204,20160205
675933,7717,4751,20:1,3,20160613,20160618
675933,7717,3563,20:1,3,20160531,20160616
675933,7717,13423,20:1,3,20160602,20160605
675933,7717,13423,20:1,3,20160530,20160602
675933,7717,13423,20:1,3,20160605,20160607
675933,7717,13423,20:1,3,20160607,20160613
741597,1041,11197,30:5,0,20160112,20160126
1353914,8775,9313,20:5,10,20160524,20160528
1423034,2333,6778,200:50,3,20160505,20160520
2980724,760,3811,30:5,0,20160324,20160326
1008093,1520,13510,50:5,null,20160123,20160125
1689530,760,3237,20:5,0,20160127,20160226
1692602,7137,8098,100:30,null,20160521,20160610
3261812,2099,12034,100:10,0,20160207,20160220
3261812,2099,12034,100:10,0,20160207,20160214
3261812,2099,12034,100:10,0,20160125,20160130
3261812,4142,935,100:10,0,20160125,20160221
3261812,760,2418,30:5,0,20160609,20160630
6261480,5467,2597,100:10,10,20160526,20160624
6261480,5467,2597,100:10,10,20160521,20160526
6261480,5467,2597,100:10,10,20160517,20160521
916701,2934,5686,30:5,2,20160323,20160328
916701,2934,5686,30:5,2,20160323,20160326
6556392,7884,11797,20:1,null,20160418,20160419
525405,3293,12527,20:5,4,20160520,20160529
918621,7903,8137,20:1,0,20160605,20160606
918621,4356,12550,50:10,0,20160324,20160331
5561064,2422,2596,20:5,0,20160325,20160326
1131194,6504,6679,30:1,10,20160206,20160306
2131316,1169,10929,200:30,4,20160128,20160205
1024989,209,9580,100:20,1,20160414,20160426
1024989,209,11063,100:10,1,20160426,20160514
1024989,209,11063,100:10,1,20160514,20160520
1329338,388,7224,30:5,1,20160605,20160607
1329338,388,7224,30:5,1,20160607,20160618
2401652,1597,6917,20:5,0,20160521,20160524
2401652,1597,4271,20:1,0,20160612,20160630
2401652,1597,6917,20:5,0,20160524,20160529
633309,171,5825,20:5,2,20160522,20160523
633309,171,5825,20:5,2,20160525,20160603
2403188,5341,111,30:5,0,20160207,20160212
2403188,5341,7751,50:10,0,20160207,20160212
2403188,5341,111,30:5,0,20160207,20160212
832989,5006,11748,30:5,10,20160322,20160324
899805,1041,11197,30:5,1,20160121,20160128
4581096,6901,1122,30:5,0,20160324,20160330
3748214,6485,10323,20:5,0,20160325,20160331
3748214,6485,10323,20:5,0,20160325,20160331
2832758,760,6103,20:5,2,20160522,20160601
2832758,760,2418,30:5,2,20160609,20160611
2571638,4142,4773,100:10,0,20160128,20160207
2571638,4142,4773,100:10,0,20160127,20160128
4358892,3267,3228,30:5,1,20160524,20160526
4358892,3267,3228,30:5,1,20160520,20160524
4358892,3267,6800,30:5,1,20160524,20160605
6721260,4687,8476,200:20,1,20160206,20160219
3894134,7679,8732,0.95,0,20160124,20160124
3894134,8775,9313,20:5,0,20160520,20160527
1816763,4070,12341,20:1,0,20160505,20160527
1816763,3533,3604,30:5,0,20160522,20160525
1816763,4070,179,20:1,0,20160527,20160607
1816763,7884,11797,20:1,0,20160415,20160429
1623995,6485,10323,20:5,0,20160324,20160325
1623995,2934,5686,30:5,0,20160325,20160401
2333558,5138,7577,0.9,0,20160205,20160206
1565627,2934,5686,30:5,1,20160323,20160328
4438764,7555,9871,30:5,2,20160408,20160429
5495532,171,8172,30:5,0,20160322,20160326
5495532,171,8172,30:5,0,20160322,20160329
3797366,3532,1563,30:5,0,20160525,20160531
3952502,5717,12349,20:5,1,20160125,20160126
2133878,7034,13559,30:1,0,20160527,20160602
3711350,5752,9944,100:20,3,20160614,20160616
3711350,5752,9944,100:20,3,20160612,20160614
5596908,5341,111,30:5,0,20160207,20160212
6386412,3381,7610,200:20,10,20160331,20160402
5879532,5341,111,30:5,0,20160207,20160229
1536443,6485,10323,20:5,1,20160322,20160326
1536443,6485,10323,20:5,1,20160322,20160330
706398,760,3811,30:5,0,20160327,20160331
1154492,7011,13929,10:5,2,20160511,20160516
1154492,7011,7645,10:5,2,20160516,20160519
1154492,7011,5092,10:5,2,20160530,20160604
4147064,4142,4773,100:10,0,20160131,20160222
547422,5717,8192,20:5,0,20160508,20160605
613470,3621,1141,20:5,1,20160519,20160604
4400880,760,2418,30:5,0,20160605,20160605
782430,5341,11539,30:5,0,20160129,20160207
4689648,1469,7487,0.95,0,20160319,20160320
4689648,1469,7487,0.95,0,20160305,20160305
359023,760,3811,30:5,0,20160329,20160329
5230320,3532,1563,30:5,0,20160521,20160526
5230320,3532,1563,30:5,0,20160520,20160521
719454,3807,4655,20:5,0,20160601,20160621
719454,3807,446,20:5,0,20160610,20160621
719454,3807,446,20:5,0,20160522,20160601
2750840,2099,12034,100:10,0,20160205,20160221
6572784,7974,7745,50:5,0,20160322,20160327
1317308,6434,4128,30:5,0,20160525,20160530
1055420,2622,4504,20:5,0,20160325,20160327
6603504,1829,5962,20:1,0,20160505,20160509
792798,2934,5686,30:5,0,20160325,20160327
2778488,7974,4398,50:1,0,20160119,20160127
2259320,1169,4627,50:20,0,20160130,20160220
1458620,6485,10323,20:5,0,20160322,20160331
1458620,6485,10323,20:5,0,20160322,20160331
631902,6650,3965,30:1,1,20160526,20160623
479983,751,2649,200:50,1,20160522,20160604
496687,760,3811,30:5,0,20160327,20160329
496687,8037,11168,30:5,0,20160125,20160127
496687,760,3811,30:5,0,20160327,20160401
496687,8037,11168,30:5,0,20160106,20160107
496687,8037,11168,30:5,0,20160126,20160128
496687,8037,11168,30:5,0,20160113,20160125
496687,8037,11168,30:5,0,20160125,20160125
496687,8037,11168,30:5,0,20160107,20160113
496687,760,6103,20:5,0,20160522,20160529
1265852,1616,6036,100:30,10,20160522,20160610
1462460,3621,13376,10:5,0,20160325,20160328
4803312,6901,1122,30:5,0,20160321,20160322
1136828,760,2418,30:5,0,20160609,20160619
1205948,4070,6868,20:5,0,20160327,20160329
1205948,4070,6868,20:5,0,20160327,20160329
449071,5341,11539,30:5,0,20160127,20160212
449071,5341,111,30:5,0,20160125,20160127
3071864,4663,11002,150:20,null,20160528,20160605
319279,582,3433,100:30,10,20160507,20160507
2166650,6485,2079,30:5,0,20160523,20160531
3741050,1606,8600,20:1,0,20160507,20160601
2435450,5956,1882,30:1,9,20160518,20160521
3489146,3403,13285,20:5,0,20160524,20160602
3489146,3403,11214,20:5,0,20160602,20160605
5413620,4663,13368,150:20,0,20160326,20160407
5413620,2970,5619,100:10,0,20160314,20160409
3102074,5341,11539,30:5,0,20160125,20160206
6473460,5341,111,30:5,0,20160125,20160226
1884605,1515,2525,20:1,null,20160306,20160312
3244922,760,3811,30:5,0,20160325,20160401
6227700,8225,4058,200:20,0,20160324,20160416
6227700,8225,4058,200:20,0,20160323,20160324
2461562,5341,111,30:5,0,20160207,20160207
4928244,7555,9871,30:5,0,20160401,20160429
2205050,6485,2079,30:5,0,20160523,20160528
1300925,2099,12034,100:10,2,20160207,20160208
2876282,7374,11050,100:30,0,20160514,20160526
